,time_s,well,rtdp_fluor,concentration,fold_dilution,media,name,replicate,plate,date
308,0.0,G6,20,0.5,2,MM gluc+AA,PO,2,2,5/27/22
309,74.672,G6,20,0.5,2,MM gluc+AA,PO,2,2,5/27/22
310,149.355,G6,21,0.5,2,MM gluc+AA,PO,2,2,5/27/22
311,224.049,G6,20,0.5,2,MM gluc+AA,PO,2,2,5/27/22
312,0.0,G7,16,0.25,4,MM gluc+AA,PO,2,2,5/27/22
313,74.672,G7,18,0.25,4,MM gluc+AA,PO,2,2,5/27/22
314,149.355,G7,18,0.25,4,MM gluc+AA,PO,2,2,5/27/22
315,224.049,G7,17,0.25,4,MM gluc+AA,PO,2,2,5/27/22
316,0.0,G8,12,0.125,8,MM gluc+AA,PO,2,2,5/27/22
317,74.672,G8,11,0.125,8,MM gluc+AA,PO,2,2,5/27/22
318,149.355,G8,11,0.125,8,MM gluc+AA,PO,2,2,5/27/22
319,224.049,G8,11,0.125,8,MM gluc+AA,PO,2,2,5/27/22
320,0.0,G9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
321,74.672,G9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
322,149.355,G9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
323,224.049,G9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
324,0.0,G10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
325,74.672,G10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
326,149.355,G10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
327,224.049,G10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
328,0.0,G11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
329,74.672,G11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
330,149.355,G11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
331,224.049,G11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
332,0.0,G12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
333,74.672,G12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
334,149.355,G12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
335,224.049,G12,2,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
336,0.0,H1,1,1.0,1,MM gluc+AA,MM4,2,2,5/27/22
337,74.672,H1,1,1.0,1,MM gluc+AA,MM4,2,2,5/27/22
338,149.355,H1,1,1.0,1,MM gluc+AA,MM4,2,2,5/27/22
339,224.049,H1,1,1.0,1,MM gluc+AA,MM4,2,2,5/27/22
340,0.0,H2,1,0.5,2,MM gluc+AA,MM4,2,2,5/27/22
341,74.672,H2,1,0.5,2,MM gluc+AA,MM4,2,2,5/27/22
342,149.355,H2,1,0.5,2,MM gluc+AA,MM4,2,2,5/27/22
343,224.049,H2,1,0.5,2,MM gluc+AA,MM4,2,2,5/27/22
344,0.0,H3,1,0.25,4,MM gluc+AA,MM4,2,2,5/27/22
345,74.672,H3,1,0.25,4,MM gluc+AA,MM4,2,2,5/27/22
346,149.355,H3,1,0.25,4,MM gluc+AA,MM4,2,2,5/27/22
347,224.049,H3,1,0.25,4,MM gluc+AA,MM4,2,2,5/27/22
348,0.0,H4,1,0.125,8,MM gluc+AA,MM4,2,2,5/27/22
349,74.672,H4,1,0.125,8,MM gluc+AA,MM4,2,2,5/27/22
350,149.355,H4,1,0.125,8,MM gluc+AA,MM4,2,2,5/27/22
351,224.049,H4,1,0.125,8,MM gluc+AA,MM4,2,2,5/27/22
352,0.0,H5,33,1.0,1,MM gluc+AA,PO,2,2,5/27/22
353,74.672,H5,32,1.0,1,MM gluc+AA,PO,2,2,5/27/22
354,149.355,H5,32,1.0,1,MM gluc+AA,PO,2,2,5/27/22
355,224.049,H5,32,1.0,1,MM gluc+AA,PO,2,2,5/27/22
356,0.0,H6,19,0.5,2,MM gluc+AA,PO,2,2,5/27/22
357,74.672,H6,19,0.5,2,MM gluc+AA,PO,2,2,5/27/22
358,149.355,H6,20,0.5,2,MM gluc+AA,PO,2,2,5/27/22
359,224.049,H6,19,0.5,2,MM gluc+AA,PO,2,2,5/27/22
360,0.0,H7,16,0.25,4,MM gluc+AA,PO,2,2,5/27/22
361,74.672,H7,18,0.25,4,MM gluc+AA,PO,2,2,5/27/22
362,149.355,H7,18,0.25,4,MM gluc+AA,PO,2,2,5/27/22
363,224.049,H7,17,0.25,4,MM gluc+AA,PO,2,2,5/27/22
364,0.0,H8,11,0.125,8,MM gluc+AA,PO,2,2,5/27/22
365,74.672,H8,11,0.125,8,MM gluc+AA,PO,2,2,5/27/22
366,149.355,H8,11,0.125,8,MM gluc+AA,PO,2,2,5/27/22
367,224.049,H8,11,0.125,8,MM gluc+AA,PO,2,2,5/27/22
368,0.0,H9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
369,74.672,H9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
370,149.355,H9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
371,224.049,H9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
372,0.0,H10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
373,74.672,H10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
374,149.355,H10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
375,224.049,H10,2,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
376,0.0,H11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
377,74.672,H11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
378,149.355,H11,2,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
379,224.049,H11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
380,0.0,H12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
381,74.672,H12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
382,149.355,H12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
383,224.049,H12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
